"32011","SRR5091455","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32004","SRR5091456","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31974","SRR5091457","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31986","SRR5091458","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31987","SRR5091460","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31955","SRR5091461","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31998","SRR5091462","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31954","SRR5091463","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31957","SRR5091464","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31995","SRR5091465","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32008","SRR5091468","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31988","SRR5091470","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32228","SRR5091471","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32222","SRR5091479","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31982","SRR5091482","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31968","SRR5091484","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32009","SRR5091486","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31962","SRR5091489","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31976","SRR5091491","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31993","SRR5091492","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32010","SRR5091493","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32005","SRR5091495","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32017","SRR5091496","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31961","SRR5091497","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31997","SRR5091499","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31999","SRR5091501","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31990","SRR5091502","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31965","SRR5091503","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31956","SRR5091504","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31953","SRR5091506","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"31981","SRR5091507","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32234","SRR5091508","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
"32003","SRR5091509","metagenomics","metaphlan ver2.0","0.1","2019-01-01 00:00:00","1",
